c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71
2,2,1,0,0,1,0,0,1,0,1,0,11,5,10,3,14,14,5,2,5,2,2,7,1,1,1,0,0,0,0,0,0,3,3,3,0,0,0,0,0,1,1,0,0,2,1,2,11,9,8,17,15,20,6,2,1,5,4,8,0,0,0,1,1,1,0,0,0,0,0,0
0,2,0,0,0,0,1,1,1,0,0,0,18,7,10,4,6,13,3,5,3,0,2,6,1,1,1,0,0,0,0,0,0,3,3,3,1,0,1,2,0,1,0,0,0,0,1,2,15,6,9,13,18,12,7,1,4,6,6,4,0,0,0,1,1,1,0,0,0,0,0,0
3,0,1,0,0,0,0,0,1,0,3,0,13,13,8,9,7,11,5,4,4,0,4,4,1,0,1,0,1,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,3,0,1,8,12,6,24,18,19,2,3,2,11,6,9,0,0,0,1,0,0,0,1,1,0,1,1
1,0,2,1,0,1,0,0,0,0,2,0,13,15,13,14,6,15,4,3,6,5,4,7,0,0,1,0,1,0,1,0,0,1,0,3,0,1,1,0,1,1,2,2,3,1,0,0,15,12,12,10,14,14,4,7,8,4,4,3,1,1,1,0,0,0,0,0,0,3,3,3
0,0,1,0,0,1,2,2,0,2,1,3,20,17,14,13,11,12,5,5,3,6,6,8,0,1,0,0,0,1,1,0,0,1,3,0,0,0,0,2,1,0,3,3,0,0,1,1,5,17,13,20,10,10,4,8,6,6,4,3,1,1,0,0,0,1,0,0,0,3,3,0
2,0,0,0,1,0,0,2,1,1,0,1,8,21,9,15,10,13,3,8,3,6,4,6,1,1,0,0,0,0,0,0,1,3,3,1,0,0,1,1,0,1,3,0,0,1,1,1,17,3,14,10,13,10,5,0,7,7,3,5,1,0,0,0,1,1,0,0,0,3,0,0
0,0,0,1,1,1,1,1,1,1,0,0,8,23,19,8,8,6,1,4,9,4,3,2,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,2,3,2,1,0,0,1,0,1,15,9,6,13,13,7,8,0,2,7,5,5,0,0,0,1,1,1,0,0,0,0,0,0
0,1,0,0,1,0,1,1,1,2,1,0,14,16,15,7,13,9,5,5,4,4,6,2,0,0,1,1,0,0,0,1,0,0,1,3,0,1,0,0,0,2,2,1,1,2,0,0,13,17,9,20,6,27,6,6,2,5,2,11,0,1,0,0,0,1,1,0,0,1,3,0
0,0,1,0,1,1,1,1,0,1,1,3,15,8,6,7,11,14,3,3,2,1,4,6,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,2,0,2,1,0,0,0,10,16,14,6,6,5,3,6,2,1,3,2,0,1,0,0,0,1,1,0,0,1,3,0
2,0,1,1,0,0,1,3,2,1,0,0,13,24,11,15,8,11,7,11,7,8,2,4,1,1,1,0,0,0,0,0,0,3,3,3,0,0,0,1,2,1,1,1,1,0,2,3,5,7,7,23,9,21,2,2,4,6,8,12,0,0,0,0,1,1,1,0,0,1,0,0
2,0,1,0,0,1,0,1,4,3,0,0,20,13,19,5,3,2,6,3,11,4,0,2,0,1,1,1,0,0,0,0,0,0,3,3,0,0,0,0,2,0,1,0,0,1,0,0,7,3,0,15,11,30,1,2,0,3,5,4,0,0,0,0,1,0,1,0,1,1,0,1
0,0,0,0,0,1,1,1,0,2,2,1,10,9,3,15,17,17,4,4,0,4,9,6,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,1,1,0,7,11,7,14,8,13,4,4,4,5,3,4,1,1,1,0,0,0,0,0,0,3,3,3
0,0,0,0,3,0,0,1,2,0,0,0,6,6,13,10,18,10,1,2,3,3,4,4,0,0,1,0,1,0,1,0,0,1,0,3,1,0,2,0,1,0,1,0,0,1,1,2,8,7,15,8,14,18,4,2,4,1,3,5,1,0,0,0,1,0,0,0,1,3,0,1
